
         10692900 function calls (9261265 primitive calls) in 55.373 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 expr.py:327(f)
        1    0.000    0.000    0.000    0.000 expr.py:341(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:753(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:771(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:779(Expr)
        1    0.000    0.000    0.002    0.002 expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:42(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       12    0.000    0.000    0.000    0.000 extension.py:113(inherit_names)
       12    0.000    0.000    0.000    0.000 extension.py:128(wrapper)
        1    0.000    0.000    0.000    0.000 extension.py:138(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 extension.py:180(NDArrayBackedExtensionIndex)
      109    0.000    0.000    0.000    0.000 extension.py:35(_inherit_from_data)
      550    0.000    0.000    0.000    0.000 extension.py:39(_has_ops)
      550    0.001    0.000    0.001    0.000 extension.py:46(_assert_has_ops)
      275    0.001    0.000    0.013    0.000 extras.py:824(compress_nd)
      275    0.001    0.000    0.021    0.000 extras.py:867(compress_rowcols)
      275    0.001    0.000    0.033    0.000 extras.py:922(compress_rows)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
     1318    0.008    0.000    0.702    0.001 fetch.py:46(fetch)
     1318    0.001    0.000    0.059    0.000 fetch.py:51(<listcomp>)
     1318    0.001    0.000    0.001    0.000 fetch.py:8(__init__)
        2    0.000    0.000    0.000    0.000 files.py:85(increment_path)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        4    0.000    0.000    0.000    0.000 flags.py:49(__init__)
        2    0.000    0.000    0.000    0.000 flags.py:53(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 flags.py:6(Flags)
        2    0.000    0.000    0.000    0.000 flags.py:85(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:14(FloatingDtype)
        1    0.000    0.000    0.000    0.000 floating.py:142(Float32Dtype)
        1    0.000    0.000    0.000    0.000 floating.py:149(Float64Dtype)
        1    0.000    0.000    0.000    0.000 floating.py:54(FloatingArray)
        1    0.000    0.000    0.003    0.003 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1008(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 format.py:1333(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1445(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1617(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1628(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1656(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1836(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1849(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:200(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2029(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:264(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:424(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:440(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:558(DataFrameFormatter)
        1    0.000    0.000    0.094    0.094 frame.py:1(<module>)
        2    0.000    0.000    0.000    0.000 frame.py:3639(_ixs)
        2    0.000    0.000    0.000    0.000 frame.py:3713(__getitem__)
        2    0.000    0.000    0.000    0.000 frame.py:4226(_box_col_values)
        2    0.000    0.000    0.000    0.000 frame.py:4243(_get_item_cache)
        1    0.000    0.000    0.003    0.003 frame.py:490(DataFrame)
        2    0.000    0.000    0.001    0.001 frame.py:641(__init__)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:178(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:430(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.002    0.002 from_dataframe.py:1(<module>)
     1103    0.000    0.000    0.000    0.000 fromnumeric.py:2107(_clip_dispatcher)
     1103    0.003    0.000    0.068    0.000 fromnumeric.py:2111(clip)
     7773    0.001    0.000    0.001    0.000 fromnumeric.py:2328(_any_dispatcher)
     7773    0.010    0.000    0.063    0.000 fromnumeric.py:2333(any)
      976    0.000    0.000    0.000    0.000 fromnumeric.py:2427(_all_dispatcher)
      976    0.001    0.000    0.011    0.000 fromnumeric.py:2432(all)
     5193    0.001    0.000    0.001    0.000 fromnumeric.py:2698(_amax_dispatcher)
     5193    0.009    0.000    0.050    0.000 fromnumeric.py:2703(amax)
     2636    0.001    0.000    0.001    0.000 fromnumeric.py:2824(_amin_dispatcher)
     2636    0.006    0.000    0.034    0.000 fromnumeric.py:2829(amin)
     2206    0.001    0.000    0.001    0.000 fromnumeric.py:3148(_ndim_dispatcher)
     2206    0.005    0.000    0.010    0.000 fromnumeric.py:3152(ndim)
     3072    0.001    0.000    0.001    0.000 fromnumeric.py:3340(_mean_dispatcher)
     3072    0.009    0.000    0.056    0.000 fromnumeric.py:3345(mean)
     3182    0.005    0.000    0.072    0.000 fromnumeric.py:51(_wrapfunc)
     1103    0.000    0.000    0.000    0.000 fromnumeric.py:597(_transpose_dispatcher)
     1103    0.002    0.000    0.006    0.000 fromnumeric.py:601(transpose)
    16578    0.037    0.000    0.130    0.000 fromnumeric.py:69(_wrapreduction)
    16578    0.010    0.000    0.010    0.000 fromnumeric.py:70(<dictcomp>)
      976    0.000    0.000    0.000    0.000 fromnumeric.py:89(_take_dispatcher)
      976    0.001    0.000    0.004    0.000 fromnumeric.py:93(take)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:21(FrozenList)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:47(CompatValidator)
       24    0.000    0.000    0.000    0.000 function.py:48(__init__)
     3739    0.017    0.000    0.317    0.000 function.py:501(apply)
      488    0.002    0.000    0.002    0.000 function_base.py:110(<lambda>)
      488    0.000    0.000    0.000    0.000 function_base.py:111(<lambda>)
      488    0.002    0.000    0.096    0.000 function_base.py:3692(_ureduce)
      488    0.000    0.000    0.000    0.000 function_base.py:3915(_percentile_dispatcher)
      488    0.004    0.000    0.120    0.000 function_base.py:3920(percentile)
      488    0.001    0.000    0.097    0.000 function_base.py:4465(_quantile_unchecked)
      488    0.004    0.000    0.018    0.000 function_base.py:4483(_quantile_is_valid)
      488    0.002    0.000    0.002    0.000 function_base.py:4537(_get_gamma)
      488    0.010    0.000    0.010    0.000 function_base.py:4559(_lerp)
      488    0.001    0.000    0.094    0.000 function_base.py:4614(_quantile_ureduce_func)
      488    0.007    0.000    0.015    0.000 function_base.py:4647(_get_indexes)
      488    0.008    0.000    0.092    0.000 function_base.py:4682(_quantile)
     1318    0.001    0.000    0.001    0.000 function_base.py:5246(_insert_dispatcher)
     1318    0.029    0.000    0.070    0.000 function_base.py:5250(insert)
     1318    0.001    0.000    0.002    0.000 functional.py:115(_is_numpy)
     1318    0.005    0.000    0.073    0.000 functional.py:1200(adaptive_avg_pool2d)
     1318    0.029    0.000    0.219    0.000 functional.py:125(to_tensor)
    34595    0.036    0.000    0.853    0.000 functional.py:1446(relu)
     1318    0.005    0.000    0.053    0.000 functional.py:1813(softmax)
    31464    0.033    0.000    0.618    0.000 functional.py:2038(silu)
    24696    0.065    0.000    1.340    0.000 functional.py:2419(batch_norm)
     4413    0.030    0.000    0.161    0.000 functional.py:3772(interpolate)
     1104    0.001    0.000    0.001    0.000 functional.py:3893(<listcomp>)
       12    0.000    0.000    0.000    0.000 functional.py:396(meshgrid)
       12    0.000    0.000    0.000    0.000 functional.py:492(_meshgrid)
      550    0.002    0.000    0.138    0.000 functional.py:722(_unique_impl)
    12443    0.016    0.000    0.439    0.000 functional.py:760(_max_pool2d)
      550    0.003    0.000    0.141    0.000 functional.py:879(_return_output)
      185    0.001    0.000    0.001    0.000 functools.py:35(update_wrapper)
        2    0.000    0.000    0.000    0.000 functools.py:420(_unwrap_partial)
       12    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
       11    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
      173    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        2    0.000    0.000    0.111    0.056 generic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:109(NamedAgg)
        2    0.000    0.000    0.000    0.000 generic.py:11304(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 generic.py:1164(DataFrameGroupBy)
        2    0.000    0.000    0.000    0.000 generic.py:11879(_doc_params)
        2    0.000    0.000    0.000    0.000 generic.py:11882(<listcomp>)
        1    0.000    0.000    0.001    0.001 generic.py:139(SeriesGroupBy)
        1    0.000    0.000    0.067    0.067 generic.py:2(<module>)
        1    0.000    0.000    0.005    0.005 generic.py:226(NDFrame)
        4    0.000    0.000    0.000    0.000 generic.py:265(__init__)
        2    0.000    0.000    0.000    0.000 generic.py:338(attrs)
        4    0.000    0.000    0.000    0.000 generic.py:359(flags)
       17    0.000    0.000    0.000    0.000 generic.py:36(create_pandas_abc_type)
       75    0.000    0.000    0.000    0.000 generic.py:37(_check)
       70    0.000    0.000    0.000    0.000 generic.py:42(_instancecheck)
        5    0.000    0.000    0.000    0.000 generic.py:46(_subclasscheck)
        2    0.000    0.000    0.000    0.000 generic.py:5931(__finalize__)
        2    0.000    0.000    0.000    0.000 generic.py:5975(__getattr__)
        2    0.000    0.000    0.000    0.000 generic.py:599(_info_axis)
        4    0.000    0.000    0.000    0.000 generic.py:5991(__setattr__)
     1650    0.004    0.000    0.007    0.000 genericpath.py:121(_splitext)
      167    0.000    0.000    0.026    0.000 genericpath.py:16(exists)
     3967    0.012    0.000    0.012    0.000 getlimits.py:668(__init__)
     1322    0.002    0.000    0.002    0.000 getlimits.py:679(min)
     2646    0.003    0.000    0.003    0.000 getlimits.py:692(max)
    13746    0.020    0.000    0.028    0.000 grad_mode.py:149(__init__)
     1101    0.006    0.000    0.007    0.000 grad_mode.py:208(__init__)
     1100    0.017    0.000    0.017    0.000 grad_mode.py:216(__enter__)
     1100    0.004    0.000    0.004    0.000 grad_mode.py:219(__exit__)
     1100    0.003    0.000    0.010    0.000 grad_mode.py:222(clone)
     6874    0.019    0.000    0.021    0.000 grad_mode.py:48(__init__)
     6873    0.013    0.000    0.028    0.000 grad_mode.py:53(__enter__)
     6873    0.012    0.000    0.028    0.000 grad_mode.py:57(__exit__)
        1    0.000    0.000    0.008    0.008 groupby.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:577(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:612(BaseGroupBy)
        1    0.000    0.000    0.001    0.001 groupby.py:826(GroupBy)
        1    0.000    0.000    0.001    0.001 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:468(Grouping)
        1    0.000    0.000    0.000    0.000 grouper.py:57(Grouper)
        1    0.000    0.000    0.010    0.010 hashing.py:1(<module>)
      552    0.055    0.000    1.650    0.003 head.py:42(forward)
       12    0.000    0.000    0.000    0.000 head.py:50(<genexpr>)
      552    0.002    0.000    0.008    0.000 head.py:53(<listcomp>)
     6435    0.010    0.000    0.033    0.000 helpers.py:303(reshape_z)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:164(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:587(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:708(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 hub.py:3(<module>)
      550    0.001    0.000    0.004    0.000 hub.py:69(on_predict_start)
     1103    0.195    0.000    0.232    0.000 imgproc.py:20(normalizeMeanVariance)
     1103    0.033    0.000    0.060    0.000 imgproc.py:37(resize_aspect_ratio)
        2    0.000    0.000    0.028    0.014 indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:1126(_LocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:143(IndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:1467(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2351(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2389(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2433(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:247(GroupByPositionalSelector)
        2    0.000    0.000    0.000    0.000 indexing.py:2609(check_dict_or_set_indexers)
        1    0.000    0.000    0.000    0.000 indexing.py:287(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 indexing.py:31(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:664(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:96(_IndexSlice)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        2    0.000    0.000    0.000    0.000 inference.py:300(is_named_tuple)
       21    0.000    0.000    0.000    0.000 inference.py:328(is_hashable)
        2    0.000    0.000    0.000    0.000 inference.py:398(is_dataclass)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:1000(SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:1032(SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:1046(SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:358(BaseInfo)
